1,312.0,3.5099,1315
2,186.0,2.168,2126
3,375.0,3.7644,3629
4,291.0,2.9441,4815
5,417.0,4.554,6653
6,333.0,5.2999,8115
7,186.0,2.9224,8976
8,417.0,5.0722,10548
9,165.0,2.3487,11176
10,207.0,3.5455,12176
11,396.0,6.7825,14047
12,186.0,6.8486,15371
13,333.0,4.6579,16731
14,165.0,3.143,17664
15,228.0,4.5958,18869
16,228.0,3.984,20085
17,228.0,5.1248,21673
18,228.0,4.6838,23130
19,228.0,3.2714,24123
20,249.0,3.628,25228
21,249.0,3.5384,26302
22,228.0,4.6212,27706
23,186.0,3.5161,28761
24,144.0,3.1905,29706
25,186.0,2.8668,30539
26,333.0,5.6064,32281
27,186.0,4.0539,33507
28,249.0,4.5582,34768
29,228.0,3.7801,35920
30,417.0,4.6552,37344
31,249.0,4.4341,38676
32,102.0,3.0194,39569
33,144.0,2.4243,40255
34,375.0,3.8221,41430
35,207.0,3.6452,42523
36,165.0,4.2384,43815
37,207.0,3.6182,44912
38,249.0,3.012,45764
39,291.0,5.1249,47365
40,165.0,3.2872,48346
41,375.0,5.5983,50050
42,291.0,3.6547,51164
43,270.0,3.8264,52323
44,207.0,3.2822,53294
45,312.0,4.2526,54613
46,291.0,4.0871,55850
47,291.0,4.001,57071
48,207.0,2.9263,57923
49,249.0,3.4432,58950
50,333.0,4.29,60263
51,228.0,4.3213,61592
52,165.0,3.2818,62576
53,186.0,3.3183,63545
54,207.0,3.7046,64657
55,312.0,4.3901,65980
56,207.0,3.6437,67086
57,312.0,3.7381,68198
58,123.0,2.4598,68907
59,291.0,4.8348,70348
60,186.0,3.6202,71436
61,207.0,4.0923,72680
62,165.0,3.6093,73760
63,186.0,2.4152,74443
64,144.0,3.2202,75380
65,165.0,3.0578,76281
66,165.0,3.0778,77190
67,165.0,3.1081,78113
68,270.0,2.7543,78904
69,81.0,2.0363,79452
70,207.0,3.5547,80518
71,207.0,4.0117,81711
72,186.0,2.8606,82533
73,144.0,3.2955,83510
74,312.0,3.685,84622
75,333.0,4.6395,85999
76,165.0,3.6764,87112
77,312.0,4.0814,88363
78,270.0,3.3673,89376
79,186.0,3.957,90578
80,165.0,2.803,91390
81,186.0,4.5749,92798
82,396.0,4.128,94065
83,144.0,3.0517,94959
84,102.0,2.4333,95661
85,186.0,3.2713,96652
86,165.0,2.7813,97461
87,354.0,4.8589,98915
88,186.0,3.0607,99818
89,333.0,4.0545,101061
90,165.0,3.2458,102030
91,396.0,4.4128,103385
92,186.0,3.1048,104317
93,228.0,3.4273,105354
94,312.0,4.2935,106685
95,354.0,4.5626,108100
96,417.0,4.8766,109638
97,165.0,3.5447,110710
98,186.0,4.6546,112141
99,459.0,4.6592,113579
100,228.0,3.9886,114806
101,123.0,3.2706,115772
102,291.0,3.9944,116968
103,396.0,4.6183,118378
104,270.0,4.0483,119616
105,396.0,5.1725,121195
106,144.0,3.7717,122339
107,186.0,4.761,123845
108,249.0,3.6249,124934
109,144.0,2.9982,125823
110,354.0,4.4369,127181
111,207.0,2.9348,128039
112,228.0,3.841,129205
113,207.0,3.9479,130411
114,249.0,3.9031,131615
115,312.0,4.5651,133040
116,228.0,3.9763,134257
117,249.0,3.4966,135292
118,165.0,2.0637,135855
119,207.0,3.4098,136874
120,375.0,3.751,138023
121,228.0,4.413,139386
122,186.0,3.4172,140418
123,312.0,3.6396,141537
124,186.0,3.786,142688
125,249.0,3.8129,143867
126,207.0,3.4931,144932
127,186.0,3.3546,145937
128,207.0,3.5784,147001
129,228.0,3.3607,148009
130,207.0,3.4638,149045
131,186.0,3.152,149973
132,186.0,3.8094,151139
133,270.0,5.3612,152795
134,228.0,3.0674,153699
135,228.0,4.5883,155106
136,375.0,3.2727,156098
137,207.0,3.0464,156992
138,270.0,4.1341,158251
139,186.0,2.3543,158920
140,165.0,3.418,159948
141,228.0,3.967,161150
142,123.0,2.0113,161697
143,270.0,4.6615,163157
144,144.0,2.2,163772
145,270.0,3.1392,164692
146,186.0,2.6269,165461
147,270.0,5.5847,166837
148,165.0,2.8742,167478
149,375.0,5.3419,168753
150,186.0,3.6402,169752
151,291.0,4.9876,171221
152,333.0,4.609,172639
153,186.0,3.9791,173830
154,165.0,3.8899,175012
155,228.0,3.3866,176031
156,186.0,4.2908,177333
157,249.0,3.8073,178482
158,207.0,3.7872,179626
159,396.0,4.7569,181109
160,165.0,3.3858,182127
161,228.0,3.8738,183305
162,207.0,4.9049,184792
163,186.0,2.8161,185608
164,333.0,4.8035,187046
165,249.0,3.6186,188092
166,291.0,3.584,189166
167,249.0,4.9052,190663
168,165.0,2.8586,191494
169,249.0,3.9204,192676
170,396.0,4.6975,194136
171,186.0,5.1743,195698
172,291.0,4.7549,197190
173,312.0,3.7836,198345
174,186.0,3.4565,199386
175,144.0,3.1333,200000
176,186.0,4.1877,200000
177,354.0,4.4777,200000
178,207.0,3.5296,200000
179,270.0,3.9445,200000
180,375.0,4.781,200000
181,207.0,4.7973,200000
182,270.0,6.0581,200000
183,186.0,3.0889,200000
184,354.0,4.5092,200000
185,144.0,3.205,200000
186,249.0,3.3758,200000
187,186.0,3.4579,200000
188,186.0,4.0595,200000
189,165.0,3.6681,200000
190,123.0,3.1788,200000
191,291.0,3.2545,200000
192,207.0,2.8249,200000
193,186.0,4.277,200000
194,354.0,5.6794,200000
195,186.0,3.3704,200000
196,207.0,3.6174,200000
197,333.0,4.8271,200000
198,312.0,3.7514,200000
199,165.0,2.5041,200000
200,207.0,3.7092,200000
201,375.0,5.5609,200000
202,39.0,2.8043,200000
203,354.0,4.487,200000
204,186.0,4.5125,200000
205,81.0,2.0418,200000
206,207.0,3.8,200000
207,375.0,5.0132,200000
208,144.0,2.5719,200000
209,354.0,3.3636,200000
210,165.0,2.9097,200000
211,228.0,5.5387,200000
212,186.0,4.5119,200000
213,333.0,4.7972,200000
214,207.0,3.3993,200000
215,228.0,5.0631,200000
216,396.0,4.4725,200000
217,144.0,3.088,200000
218,186.0,3.8012,200000
219,354.0,4.307,200000
220,312.0,4.3936,200000
221,165.0,2.2879,200000
222,144.0,2.6449,200000
223,270.0,4.3058,200000
224,186.0,3.3593,200000
225,165.0,2.8731,200000
226,354.0,4.5213,200000
227,207.0,2.5793,200000
228,102.0,3.1443,200000
229,102.0,2.7778,200000
230,354.0,4.4708,200000
231,270.0,3.9085,200000
232,270.0,3.4147,200000
233,249.0,3.4205,200000
234,333.0,5.0084,200000
235,438.0,4.8962,200000
236,459.0,4.3446,200000
237,186.0,3.3282,200000
238,228.0,4.8775,200000
239,207.0,4.6951,200000
240,186.0,3.013,200000
241,228.0,3.3312,200000
242,375.0,5.9348,200000
243,228.0,3.4521,200000
244,186.0,2.777,200000
245,165.0,3.2041,200000
246,207.0,3.2651,200000
247,186.0,4.8634,200000
248,228.0,3.5217,200000
249,165.0,3.8428,200000
250,228.0,2.9551,200000
251,249.0,4.2225,200000
252,354.0,4.4207,200000
253,186.0,2.7565,200000
254,186.0,1.7434,200000
255,249.0,3.4961,200000
256,312.0,5.0169,200000
257,186.0,2.6495,200000
258,207.0,4.8605,200000
259,186.0,3.8083,200000
260,291.0,3.945,200000
261,228.0,2.6998,200000
262,375.0,4.447,200000
263,144.0,3.768,200000
264,228.0,2.9023,200000
265,123.0,2.5731,200000
266,270.0,3.3167,200000
267,228.0,3.2245,200000
268,249.0,3.3482,200000
269,39.0,1.5927,200000
270,165.0,3.682,200000
271,186.0,2.7628,200000
272,291.0,5.336,200000
273,396.0,3.4271,200000
274,186.0,3.9176,200000
275,144.0,3.7974,200000
276,375.0,4.9202,200000
277,102.0,2.4391,200000
278,228.0,3.2547,200000
279,291.0,3.6483,200000
280,186.0,3.6507,200000
281,312.0,4.0448,200000
282,144.0,2.8501,200000
283,312.0,4.061,200000
284,123.0,2.0711,200000
285,186.0,2.9424,200000
286,249.0,4.0566,200000
287,165.0,3.6738,200000
288,249.0,4.2281,200000
289,249.0,5.0528,200000
290,207.0,4.063,200000
291,165.0,2.9798,200000
292,186.0,2.6827,200000
293,396.0,4.6075,200000
294,270.0,4.8308,200000
295,207.0,3.3727,200000
296,375.0,3.8037,200000
297,207.0,3.1302,200000
298,186.0,3.5476,200000
299,291.0,4.1662,200000
300,207.0,3.0592,200000
301,186.0,3.4904,200000
302,375.0,5.6222,200000
303,396.0,4.3635,200000
304,123.0,2.6902,200000
305,207.0,4.8182,200000
306,186.0,6.7046,200000
307,228.0,3.9643,200000
308,291.0,5.1961,200000
309,186.0,4.0702,200000
310,417.0,5.4548,200000
311,186.0,2.6338,200000
312,228.0,4.6652,200000
313,207.0,3.826,200000
314,207.0,3.5028,200000
315,186.0,4.2116,200000
316,270.0,4.492,200000
317,165.0,3.7661,200000
318,228.0,3.9962,200000
319,186.0,3.94,200000
320,102.0,2.9368,200000
321,207.0,3.4955,200000
322,165.0,3.0374,200000
323,354.0,4.4127,200000
324,81.0,2.4065,200000
325,249.0,3.5166,200000
326,270.0,3.3594,200000
327,312.0,4.7401,200000
328,228.0,2.9258,200000
329,354.0,4.3421,200000
330,270.0,4.6454,200000
331,333.0,4.4985,200000
332,375.0,4.607,200000
333,186.0,4.0789,200000
334,291.0,4.3141,200000
335,186.0,4.2399,200000
336,186.0,3.1194,200000
337,228.0,3.6498,200000
338,186.0,2.8588,200000
339,228.0,3.423,200000
340,186.0,4.1243,200000
341,270.0,4.0111,200000
342,186.0,2.6391,200000
343,291.0,5.1063,200000
344,333.0,3.545,200000
345,165.0,4.3082,200000
346,207.0,3.9438,200000
347,165.0,2.5663,200000
348,144.0,2.8468,200000
349,333.0,5.2886,200000
350,186.0,3.9408,200000
351,123.0,3.4241,200000
352,186.0,3.4753,200000
353,312.0,3.759,200000
354,354.0,3.5934,200000
355,333.0,3.9958,200000
356,165.0,2.6483,200000
357,144.0,3.3998,200000
358,123.0,2.1933,200000
359,396.0,5.1249,200000
360,249.0,3.649,200000
361,312.0,5.3866,200000
362,207.0,3.6815,200000
363,186.0,4.3351,200000
364,207.0,3.6019,200000
365,333.0,4.1599,200000
366,144.0,3.4375,200000
367,165.0,3.4479,200000
368,333.0,5.1721,200000
369,123.0,2.4253,200000
370,186.0,3.7405,200000
371,144.0,2.2599,200000
372,396.0,4.4647,200000
373,270.0,3.8377,200000
374,333.0,5.3941,200000
375,333.0,3.752,200000
376,291.0,3.814,200000
377,102.0,2.406,200000
378,312.0,5.0793,200000
379,270.0,3.9083,200000
380,354.0,5.0113,200000
381,375.0,4.1654,200000
382,270.0,4.0117,200000
383,249.0,4.3411,200000
384,228.0,4.7366,200000
385,186.0,3.1836,200000
386,333.0,4.2596,200000
387,186.0,2.7647,200000
388,291.0,3.8442,200000
389,228.0,3.9981,200000
390,165.0,2.9481,200000
391,165.0,3.0601,200000
392,186.0,3.319,200000
393,291.0,3.9303,200000
394,249.0,4.1941,200000
395,165.0,3.3267,200000
396,291.0,3.9264,200000
397,249.0,3.7197,200000
398,102.0,1.5795,200000
399,186.0,4.6838,200000
400,312.0,4.347,200000
401,312.0,4.9104,200000
402,333.0,4.8078,200000
403,186.0,3.4771,200000
404,417.0,5.471,200000
405,207.0,3.2201,200000
406,165.0,4.4432,200000
407,207.0,3.7441,200000
408,207.0,3.4177,200000
409,186.0,3.1026,200000
410,270.0,4.1403,200000
411,291.0,4.7277,200000
412,144.0,2.6389,200000
413,186.0,4.3353,200000
414,396.0,6.0277,200000
415,249.0,5.2487,200000
416,396.0,5.4316,200000
417,207.0,3.3367,200000
418,270.0,3.603,200000
419,186.0,2.8308,200000
420,312.0,3.5168,200000
421,123.0,2.8871,200000
422,144.0,3.7841,200000
423,354.0,4.3221,200000
424,375.0,5.1598,200000
425,207.0,3.1908,200000
426,270.0,3.593,200000
427,165.0,3.2179,200000
428,186.0,4.3141,200000
429,375.0,4.8122,200000
430,207.0,3.7404,200000
431,186.0,4.3168,200000
432,186.0,3.8708,200000
433,249.0,5.0884,200000
434,375.0,4.4594,200000
435,249.0,3.7919,200000
436,186.0,3.4131,200000
437,165.0,2.7868,200000
438,186.0,3.0213,200000
439,207.0,4.4271,200000
440,186.0,3.4395,200000
441,186.0,2.9407,200000
442,228.0,4.9218,200000
443,165.0,3.0067,200000
444,207.0,2.6887,200000
445,144.0,2.5975,200000
446,333.0,3.656,200000
447,186.0,3.4955,200000
448,270.0,4.4111,200000
449,186.0,3.0735,200000
450,312.0,3.938,200000
451,144.0,2.7618,200000
452,249.0,3.2906,200000
453,291.0,3.7339,200000
454,186.0,2.9106,200000
455,354.0,4.945,200000
456,354.0,5.9389,200000
457,354.0,5.2279,200000
458,396.0,4.2971,200000
459,312.0,5.8767,200000
460,270.0,6.2492,200000
461,207.0,3.977,200000
462,459.0,5.4209,200000
463,480.0,6.0516,200000
464,354.0,3.6893,200000
465,207.0,3.6408,200000
466,270.0,3.1135,200000
467,312.0,4.5026,200000
468,186.0,2.4499,200000
469,291.0,4.1699,200000
470,270.0,3.4067,200000
471,228.0,3.7855,200000
472,207.0,3.7115,200000
473,270.0,4.2715,200000
474,186.0,3.5133,200000
475,312.0,3.6119,200000
476,333.0,4.9947,200000
477,270.0,5.6992,200000
478,333.0,3.3675,200000
479,207.0,3.2469,200000
480,312.0,3.8487,200000
481,249.0,3.5635,200000
482,270.0,6.1412,200000
483,207.0,3.4799,200000
484,207.0,3.1615,200000
485,186.0,3.2398,200000
486,312.0,5.0336,200000
487,165.0,3.348,200000
488,81.0,3.1158,200000
489,228.0,4.7533,200000
490,249.0,3.902,200000
491,165.0,3.1245,200000
492,270.0,4.0569,200000
493,186.0,3.9197,200000
494,186.0,3.2086,200000
495,249.0,4.4546,200000
496,165.0,3.0452,200000
497,333.0,3.8113,200000
498,249.0,3.6841,200000
499,186.0,3.007,200000
500,207.0,3.9515,200000
501,249.0,6.0913,200000
502,144.0,2.7402,200000
503,186.0,3.3839,200000
504,249.0,4.9899,200000
505,291.0,4.4799,200000
506,207.0,5.4127,200000
507,144.0,2.3578,200000
508,165.0,3.6455,200000
509,186.0,3.4726,200000
510,207.0,3.4125,200000
511,228.0,4.512,200000
512,165.0,3.1059,200000
513,249.0,3.7263,200000
514,291.0,4.1532,200000
515,312.0,4.4485,200000
516,165.0,3.08,200000
517,291.0,4.2952,200000
518,186.0,3.9266,200000
519,249.0,4.1278,200000
520,165.0,3.9446,200000
521,396.0,4.7588,200000
522,291.0,3.734,200000
523,228.0,3.7205,200000
524,354.0,5.49,200000
525,459.0,5.6059,200000
526,102.0,3.3843,200000
527,165.0,3.7567,200000
528,249.0,3.4491,200000
529,186.0,3.3994,200000
530,186.0,4.9438,200000
531,207.0,2.5764,200000
532,291.0,2.9296,200000
533,144.0,3.5807,200000
534,354.0,5.1567,200000
535,207.0,2.7938,200000
536,249.0,4.3695,200000
537,333.0,4.6817,200000
538,207.0,3.1459,200000
539,312.0,4.5769,200000
540,186.0,2.8037,200000
541,102.0,3.2374,200000
542,165.0,2.7272,200000
543,207.0,3.4635,200000
544,207.0,3.3229,200000
545,354.0,5.2186,200000
546,165.0,2.7321,200000
547,270.0,4.3519,200000
548,165.0,3.674,200000
549,396.0,5.3901,200000
550,438.0,4.7589,200000
551,165.0,3.9363,200000
552,186.0,4.6819,200000
553,270.0,4.4311,200000
554,291.0,3.4431,200000
555,81.0,2.1212,200000
556,228.0,3.5792,200000
557,228.0,5.1728,200000
558,249.0,4.3509,200000
559,270.0,4.1594,200000
560,312.0,4.6033,200000
561,207.0,4.0759,200000
562,270.0,4.727,200000
563,207.0,3.4805,200000
564,228.0,4.2749,200000
565,312.0,5.291,200000
566,207.0,4.4074,200000
567,459.0,5.2335,200000
568,270.0,4.0978,200000
569,354.0,4.0575,200000
570,81.0,2.3829,200000
571,81.0,2.0835,200000
572,417.0,5.3596,200000
573,165.0,3.3707,200000
574,186.0,4.5748,200000
575,186.0,3.5507,200000
576,207.0,3.3471,200000
577,144.0,3.167,200000
578,459.0,6.8644,200000
579,249.0,3.6751,200000
580,165.0,3.9472,200000
581,207.0,2.9616,200000
582,186.0,2.7935,200000
583,312.0,3.8978,200000
584,396.0,6.4617,200000
585,186.0,4.5881,200000
586,207.0,4.3827,200000
587,249.0,4.4071,200000
588,207.0,3.8975,200000
589,123.0,3.1464,200000
590,228.0,3.6256,200000
591,228.0,3.5298,200000
592,291.0,4.2062,200000
593,228.0,4.7156,200000
594,270.0,4.9798,200000
595,333.0,3.506,200000
596,186.0,2.928,200000
597,186.0,3.1771,200000
598,228.0,4.0419,200000
599,312.0,5.1031,200000
600,186.0,3.193,200000
601,186.0,4.2127,200000
602,186.0,3.1032,200000
603,354.0,4.0121,200000
604,207.0,3.444,200000
605,417.0,4.2896,200000
606,312.0,4.041,200000
607,291.0,5.1576,200000
608,123.0,1.9567,200000
609,186.0,3.6913,200000
610,375.0,5.6666,200000
611,207.0,6.3308,200000
612,354.0,5.0736,200000
613,186.0,3.0424,200000
614,228.0,3.4311,200000
615,249.0,4.345,200000
616,102.0,2.4795,200000
617,165.0,2.7881,200000
618,186.0,3.4695,200000
619,228.0,3.5644,200000
620,333.0,3.9628,200000
621,165.0,3.3582,200000
622,417.0,5.5553,200000
623,165.0,2.9289,200000
624,396.0,4.0536,200000
625,165.0,3.2613,200000
626,186.0,2.6855,200000
627,270.0,3.0199,200000
628,165.0,3.6625,200000
629,144.0,2.7608,200000
630,312.0,5.4961,200000
631,249.0,3.624,200000
632,312.0,5.5972,200000
633,186.0,3.237,200000
634,312.0,4.2368,200000
635,270.0,4.5209,200000
636,333.0,4.938,200000
637,186.0,3.1226,200000
638,249.0,4.0861,200000
639,333.0,4.7427,200000
640,501.0,6.1827,200000
641,186.0,3.7178,200000
642,291.0,3.265,200000
643,312.0,4.497,200000
644,291.0,5.1074,200000
645,291.0,4.8736,200000
646,186.0,3.0981,200000
647,333.0,3.8665,200000
648,165.0,4.1343,200000
649,396.0,4.4523,200000
650,249.0,3.4309,200000
651,291.0,4.8557,200000
652,207.0,3.6104,200000
653,501.0,5.9143,200000
654,165.0,3.6292,200000
655,396.0,4.7884,200000
656,333.0,3.9042,200000
657,186.0,3.9299,200000
658,186.0,4.4161,200000
659,123.0,3.159,200000
660,396.0,4.3498,200000
661,144.0,3.9098,200000
662,186.0,3.9846,200000
663,270.0,4.6332,200000
664,123.0,2.878,200000
665,186.0,2.9941,200000
666,228.0,2.8487,200000
667,333.0,4.9368,200000
668,249.0,2.7421,200000
669,228.0,3.2771,200000
670,228.0,3.2308,200000
671,186.0,3.3474,200000
672,228.0,4.9136,200000
673,270.0,3.6322,200000
674,333.0,4.3654,200000
675,312.0,3.9154,200000
676,249.0,3.3364,200000
677,396.0,4.8529,200000
678,291.0,3.5857,200000
679,249.0,4.0475,200000
680,249.0,4.3378,200000
681,144.0,3.4512,200000
682,207.0,3.5049,200000
683,165.0,2.8591,200000
684,207.0,3.7749,200000
685,186.0,3.1594,200000
686,123.0,2.6955,200000
687,312.0,4.9467,200000
688,333.0,4.1201,200000
689,249.0,3.9009,200000
690,291.0,4.0535,200000
691,123.0,2.9312,200000
692,333.0,4.5058,200000
693,354.0,6.4216,200000
694,291.0,4.3073,200000
695,186.0,4.1325,200000
696,291.0,2.8603,200000
697,144.0,2.3905,200000
698,354.0,4.5505,200000
699,123.0,2.2842,200000
700,291.0,3.6727,200000
701,186.0,3.1764,200000
702,438.0,6.2212,200000
703,186.0,3.1989,200000
704,291.0,3.49,200000
705,186.0,3.5694,200000
706,207.0,3.997,200000
707,291.0,4.1998,200000
708,333.0,5.1741,200000
709,207.0,4.3635,200000
710,249.0,2.8219,200000
711,165.0,3.1032,200000
712,165.0,2.6395,200000
713,165.0,3.3308,200000
714,144.0,2.948,200000
715,270.0,3.7657,200000
716,333.0,4.9421,200000
717,249.0,3.0846,200000
718,354.0,5.171,200000
719,186.0,3.9139,200000
720,438.0,5.8042,200000
721,291.0,4.9686,200000
722,144.0,3.9948,200000
723,270.0,4.2639,200000
724,396.0,5.1908,200000
725,396.0,4.7801,200000
726,144.0,2.9007,200000
727,186.0,3.4097,200000
728,186.0,3.4235,200000
729,207.0,4.6821,200000
730,186.0,4.4509,200000
731,165.0,4.6079,200000
732,186.0,2.8228,200000
733,396.0,5.9216,200000
734,102.0,2.4997,200000
735,333.0,4.6477,200000
736,333.0,5.4218,200000
737,291.0,3.7412,200000
738,186.0,3.6316,200000
739,186.0,3.2164,200000
740,123.0,2.976,200000
741,291.0,3.8108,200000
742,186.0,4.0046,200000
743,312.0,5.3683,200000
744,207.0,4.0865,200000
745,228.0,3.5083,200000
746,354.0,4.7559,200000
747,417.0,6.3338,200000
748,207.0,4.5477,200000
749,249.0,3.7721,200000
750,144.0,2.4997,200000
751,228.0,4.2588,200000
752,354.0,3.6245,200000
753,165.0,3.2788,200000
754,333.0,4.3101,200000
755,291.0,4.3497,200000
756,291.0,5.4507,200000
757,228.0,4.1,200000
758,186.0,3.2322,200000
759,291.0,3.6113,200000
760,123.0,3.1588,200000
761,165.0,2.7225,200000
762,228.0,4.3276,200000
763,354.0,4.7948,200000
764,270.0,4.8938,200000
765,186.0,2.4072,200000
766,354.0,4.9356,200000
767,291.0,3.2539,200000
768,186.0,2.092,200000
769,102.0,2.1039,200000
770,186.0,6.7641,200000
771,291.0,4.5765,200000
772,354.0,5.6784,200000
773,228.0,4.7252,200000
774,396.0,5.9964,200000
775,102.0,3.048,200000
776,249.0,3.5684,200000
777,186.0,3.4481,200000
778,165.0,2.7962,200000
779,333.0,4.806,200000
780,186.0,2.6022,200000
781,165.0,2.8029,200000
782,144.0,2.8378,200000
783,60.0,2.0989,200000
784,270.0,4.3364,200000
785,207.0,4.2034,200000
786,207.0,3.7604,200000
787,354.0,4.6786,200000
788,186.0,3.6487,200000
789,291.0,5.1496,200000
790,186.0,3.7975,200000
791,165.0,2.7991,200000
792,228.0,4.2311,200000
793,228.0,4.5685,200000
794,333.0,4.7951,200000
795,144.0,2.993,200000
796,186.0,3.723,200000
797,186.0,3.1449,200000
798,228.0,3.6704,200000
799,270.0,4.6957,200000
800,333.0,4.8711,200000
801,186.0,2.8003,200000
802,186.0,2.9406,200000
803,291.0,5.3572,200000
804,186.0,2.5718,200000
805,228.0,3.6945,200000
806,333.0,4.1173,200000
807,417.0,4.8043,200000
808,186.0,3.4991,200000
809,333.0,5.189,200000
810,396.0,5.1675,200000
811,207.0,3.7157,200000
812,186.0,3.5894,200000
813,123.0,2.2567,200000
814,270.0,4.4423,200000
815,270.0,3.7826,200000
816,207.0,4.6455,200000
817,228.0,4.1932,200000
818,312.0,5.0752,200000
819,354.0,3.8386,200000
820,186.0,3.3061,200000
821,270.0,4.0859,200000
822,207.0,3.5078,200000
823,165.0,3.0983,200000
824,270.0,4.1256,200000
825,123.0,2.1735,200000
826,165.0,4.9372,200000
827,312.0,4.2247,200000
828,249.0,4.0656,200000
829,186.0,3.3534,200000
830,333.0,5.0597,200000
831,291.0,4.5054,200000
832,333.0,3.911,200000
833,186.0,3.7541,200000
834,186.0,4.1134,200000
835,375.0,4.8465,200000
836,270.0,3.104,200000
837,207.0,4.2583,200000
838,270.0,4.2288,200000
839,228.0,4.3324,200000
840,228.0,3.7264,200000
841,291.0,3.477,200000
842,144.0,2.2524,200000
843,186.0,2.887,200000
844,312.0,4.3984,200000
845,186.0,3.2413,200000
846,165.0,3.2369,200000
847,291.0,4.1421,200000
848,249.0,3.6766,200000
849,333.0,4.4741,200000
850,144.0,3.2097,200000
851,354.0,5.0405,200000
852,396.0,5.9766,200000
853,207.0,3.1409,200000
854,228.0,4.5089,200000
855,270.0,4.5831,200000
856,396.0,3.5397,200000
857,186.0,2.8681,200000
858,165.0,2.9005,200000
859,396.0,5.1038,200000
860,228.0,4.9251,200000
861,186.0,3.7333,200000
862,228.0,3.4057,200000
863,438.0,4.6733,200000
864,186.0,3.0709,200000
865,228.0,3.2672,200000
866,144.0,2.4972,200000
867,270.0,3.6384,200000
868,291.0,4.4406,200000
869,186.0,4.8567,200000
870,312.0,3.9387,200000
871,228.0,4.0045,200000
872,165.0,2.7847,200000
873,123.0,2.4317,200000
874,102.0,1.9762,200000
875,270.0,4.7487,200000
876,249.0,3.848,200000
877,270.0,3.9477,200000
878,144.0,4.0461,200000
879,291.0,4.0249,200000
880,186.0,3.6382,200000
881,354.0,4.4923,200000
882,249.0,3.9982,200000
883,249.0,3.7748,200000
884,207.0,3.8746,200000
885,165.0,3.909,200000
886,186.0,4.0925,200000
887,60.0,2.4903,200000
888,186.0,3.9147,200000
889,39.0,2.8738,200000
890,396.0,4.2913,200000
891,249.0,4.1943,200000
892,270.0,6.0613,200000
893,354.0,5.2425,200000
894,186.0,3.9712,200000
895,207.0,3.2195,200000
896,144.0,2.7002,200000
897,396.0,5.2274,200000
898,207.0,3.6123,200000
899,438.0,5.5328,200000
900,333.0,4.3749,200000
901,165.0,2.8803,200000
902,102.0,1.9418,200000
903,354.0,5.1695,200000
904,207.0,3.2848,200000
905,228.0,4.5338,200000
906,291.0,5.3116,200000
907,312.0,3.7193,200000
908,501.0,6.0449,200000
909,186.0,4.0948,200000
910,81.0,1.7168,200000
911,249.0,3.5339,200000
912,144.0,2.7186,200000
913,207.0,4.3306,200000
914,186.0,3.7262,200000
915,228.0,4.0793,200000
916,207.0,3.6733,200000
917,144.0,3.6246,200000
918,186.0,2.7337,200000
919,312.0,4.0597,200000
920,375.0,5.5187,200000
921,207.0,3.749,200000
922,333.0,4.0447,200000
923,186.0,5.4594,200000
924,186.0,3.66,200000
925,354.0,5.2367,200000
926,249.0,3.8639,200000
927,186.0,3.932,200000
928,186.0,3.1795,200000
929,333.0,4.9398,200000
930,165.0,3.2682,200000
931,186.0,4.3706,200000
932,270.0,3.1586,200000
933,270.0,3.6312,200000
934,228.0,3.4845,200000
935,186.0,3.7759,200000
936,165.0,2.3875,200000
937,186.0,4.2912,200000
938,291.0,4.3633,200000
939,186.0,4.4018,200000
940,186.0,3.0725,200000
941,270.0,4.0249,200000
942,228.0,3.9458,200000
943,207.0,3.1768,200000
944,165.0,3.5989,200000
945,186.0,4.2551,200000
946,375.0,5.9224,200000
947,207.0,4.4064,200000
948,207.0,3.4174,200000
949,81.0,2.1388,200000
950,291.0,4.0167,200000
951,207.0,5.0522,200000
952,123.0,2.8352,200000
953,438.0,6.5864,200000
954,312.0,4.6892,200000
955,312.0,4.8102,200000
956,312.0,3.9534,200000
957,312.0,5.0146,200000
958,249.0,4.0658,200000
959,312.0,4.0839,200000
960,438.0,6.7304,200000
961,123.0,3.623,200000
962,375.0,4.9115,200000
963,165.0,3.3116,200000
964,186.0,3.2697,200000
965,354.0,4.9437,200000
966,291.0,4.1347,200000
967,165.0,2.8885,200000
968,207.0,2.7826,200000
969,270.0,3.9499,200000
970,207.0,3.7883,200000
971,186.0,5.24,200000
972,375.0,4.6889,200000
973,249.0,3.6672,200000
974,333.0,5.4178,200000
975,165.0,4.3697,200000
976,144.0,4.7564,200000
977,396.0,4.1316,200000
978,228.0,3.5337,200000
979,186.0,4.9153,200000
980,186.0,3.1626,200000
981,165.0,3.319,200000
982,312.0,5.1872,200000
983,312.0,4.0437,200000
984,375.0,4.0788,200000
985,186.0,2.6454,200000
986,165.0,2.3489,200000
987,207.0,3.5714,200000
988,249.0,3.1507,200000
989,396.0,4.9878,200000
990,312.0,3.6862,200000
991,375.0,4.983,200000
992,228.0,4.0153,200000
993,186.0,4.8111,200000
994,354.0,4.5941,200000
995,165.0,2.8857,200000
996,375.0,4.202,200000
997,312.0,5.1569,200000
998,144.0,2.5928,200000
999,186.0,4.2433,200000
